ParticipantID,SEX,ParticipantAge,ParticipantEthnicity1,ParticipantEthnicity2,ParticipantEthnicity3,ParticipantEthnicity4,EducationLevel,FamilyIncome,ParticipantLTR,DatingLength,RelationshipSatisfaction,ProbabilityLeaveCurrentPartner,PartnerNumber,HadSex,AgeSex,ParticipantPrimarilyAttracted,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth1,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24rc,CMVS25rc,CMVS26rc
297,1,29,7, , , ,5,3,1,5,5,5,1,1,20,2,1,1,6,5,3,3,3,4,4,3,2,4,4,4,5,3,2,3,4,4,5,4,3,2,3,4,3,5,6,4
298,1,44,3, , , ,4,1,1,5,10,1,0,2, ,2,1,1,0,4,3,4,3,2,3,4,5,4,4,4,5,4,5,3,3,4,5,4,4,5,4,3,3,3,2,3
299,1,30,1, , , ,5,6,1,5,9,2,5,1,17,2,5,1,15,3,3,2,6,5,2,6,5,5,5,4,5,1,2,2,4,3,4,3,2,5,4,3,4,2,3,4
300,2,45,1, , , ,3,6,1,5,9,1,11,1,15,1,10,1,5,3,3,4,4,3,3,6,5,5,6,4,5,1,1,1,7,7,7,3,3,3,2,3,3,2,4,3
301,1,48,1, , , ,5,6,1,5,7,2,5,1,14,2,17,1,0,3,3,3,4,4,3,5,3,2,4,4,5,4,2,2,6,7,7,2,3,4,3,3,3,5,6,2
302,1,41,1, , , ,3,4,2, , , ,14,1,17,2,25,2,18,4,3,2,4,2,2,5,6,5,4,4,5,5,4,6,5,6,5,1,1,1,3,3,4,4,4,3
303,1,32,1, , , ,2,4,2, , , ,5,1,15,2,4,1,0,4,3,3,6,4,3,4,3,3,6,4,6,2,1,4,6,6,6,4,4,4,4,6,6,2,4,2
304,1,26,1, , , ,4,2,1,4,9,9,1,2, ,2,1,1,3,3,3,2,5,4,6,2,4,5,3,4,6,1,2,6,3,4,2,3,2,3,1,6,4,1,6,4
305,1,33,3, , , ,4,4,1,5,11,1,4,1,16,2,2,1,10,5,3,2,4,3,2,2,3,3,2,4,6,3,4,2,3,1,2,2,3,1,3,1,1,4,5,4
306,2,29,3, , , ,4,2,1,5,8, ,2,1,21,1,2,2,0,5,3,5,2,4,3,2,4,3,4,4,6,3,1,3,4,3,2,3,2,1,3,5,6,5,5,4
307,1,21,8, , , ,2,5,1,4,11,1,1,1,21,2,1,1,4,3,3,4,7,7,4,7,3,1,4,4,6,1,2,2,7,7,7,1,1,4,4,7,7,1,1,4
308,2,36,1, , , ,4,6,2, , , ,2,1,17,1,4,0,0,3,3,3,3,3,3,3,3,4,4,4,6,7,4,7,7,7,7,2,3,3,3,3,2,2,4,4
309,1,73,1, , , ,2,2,1,5,11,1,20,1,10,2,10,1,0,1,3,3,3,2,2,3,2,5,6,4,6,3,2,2,6,6,6,2,2,6,5,5,2,2,6,2
310,2,48,8, , , ,4,4,1,4,9,1,5,1,28,1,5,1,4,4,3,3,5,6,3,7,6,6,7,5,2,2,1,1,6,7,7,3,3,6,2,7,5,1,1,2
311,1,31,1, , , ,4,4,1,4,11,1,12,1,14,2,10,1,5,4,3,3,3,3,3,5,5,5,5,5,2,7,3,6,7,7,7,2,2,3,5,2,2,2,5,2
312,1,30,2, , , ,4,4,1,5,8,1,3,1,16,2,4,1,4,3,3,3,3,5,3,5,6,7,4,5,2,2,4,3,6,7,6,2,3,5,3,5,3,3,2,3
313,1,56,1, , , ,4,6,1,5,8,1,5,1,18,2,10,0,0,2,3,3,3,2,3,4,3,3,4,5,2,7,7,7,7,7,7,3,2,6,4,6,5,1,6,6
314,1,76,1, , , ,4,2,2, , , ,4,1,14,2,20,0,0,4,3,3,5,5,3,5,5,5,5,5,3,1,1,1,7,7,7,1,1,1,1,1,1,1,3,1
315,2,59,1, , , ,3,4,1,5,9,2,5,1,16,1,4,1,1,4,3,5,5,6,6,7,3,2,5,5,3,1,2,2,6,6,6,4,4,7,4,7,5,3,2,2
316,1,22,6, , , ,4,6,2, , , ,9,1,14,2,4,0,0,2,3,2,3,4,4,5,3,4,5,5,3,2,3,2,6,6,5,1,1,4,3,3,3,3,3,2
317,2,55,1, , , ,4,4,1,5,9,1,11,1,17,1,11,1,3,3,3,4,5,6,4,7,3,3,5,5,3,1,1,3,7,7,7,2,5,6,2,7,2,1,1,4
318,2,36,1, , , ,3,3,2, , , ,7,1,12,1,7,0,0,3,3,2,2,2,2,2,3,4,4,5,3,4,3,6,6,6,6,3,3,3,2,3,2,1,3,3
319,2,42,1, , , ,2,4,1,5,10,1,7,1,19,1,4,1,20,3,3,3,3,4,3,3,4,5,5,5,3,2,2,4,7,7,7,2,2,4,1,4,1,4,4,4
320,1,30,2, , , ,4,4,1,5,9,1,3,1,16,2,4,1,4,3,3,3,5,3,4,5,6,7,4,5,3,3,4,3,6,6,5,3,3,4,4,4,3,3,3,3
321,1,34,3, , , ,4,4,1,5,9,1,3,1,22,2,8,1,2,4,3,3,4,5,2,5,4,6,5,5,4,2,1,4,3,4,3,2,1,3,2,4,4,4,6,5
322,2,31,3, , , ,5,1,1,2,5,7,2,1,27,1,1,1,1,3,3,2,3,7,4,7,4,3,5,5,4,2,2,6,5,2,3,3,4,3,4,3,4,6,3,4
323,1,30,1, , , ,3,4,1,3,8,2,3,1,18,2,6,2,1,3,3,5,4,5,4,3,4,4,3,5,4,3,4,3,4,4,3,3,5,3,4,4,3,4,5,4
324,1,47,3, , , ,5,6,1,5,11,1,1,1,30,2,1,1,1,5,3,2,2,4,4,7,4,5,6,5,4,4,1,1,6,5,6,4,4,4,2,3,3,1,4,1
325,1,36,8, , , ,4,4,1,5,9,1,8,1,12,2,6,1,6,2,3,2,3,4,3,3,5,6,6,5,5,3,2,3,2,2,3,1,3,3,3,2,5,2,7,5
326,2,41,1, , , ,4,9,1,5,10,1,4,1,21,1,2,1,0,3,3,4,4,4,4,6,3,4,4,5,5,2,2,2,4,4,4,3,3,4,3,5,3,3,4,4
327,2,32,1, , , ,4,3,1,5,4,3,10,1,19,1,8,1,0,4,3,4,4,2,2,3,5,5,5,5,5,2,3,4,6,7,7,4,4,3,4,5,3,2,3,4
328,1,56,1, , , ,2,5,1,5,8,1,20,1,18,2,30,1,10,1,3,3,5,5,3,5,5,5,5,5,5,2,2,3,5,5,5,4,4,5,5,5,5,3,3,3
329,2,34,8, , , ,3,6,1,5,10,1,2,1,18,1,4,1,5,4,3,3,3,3,3,5,3,6,5,5,5,1,1,1,7,7,7,3,2,3,5,7,4,1,2,6
330,2,29,1, , , ,2,5,1,5,10,2,7,1,16,1,5,1,5,4,3,5,3,3,4,4,5,5,5,5,5,3,2,2,6,6,6,2,2,3,3,3,5,5,5,5
331,2,42,1, , , ,3,5,1,5,10,1,4,1,17,1,3,1,2,3,3,3,3,3,3,6,5,5,4,5,5,1,2,2,6,5,4,3,3,3,3,3,6,1,2,1
332,2,27,1, , , ,4,6,1,5,9,1,7,1,20,1,7,1,0,4,3,3,3,2,3,4,5,5,5,5,5,2,2,2,3,4,3,3,2,2,2,4,5,4,5,5
333,1,32,1, , , ,4,6,1,5,9,1,3,1,21,2,1,1,7,3,3,5,5,2,5,1,3,3,5,5,6,7,7,7,1,1,3,7,7,5,5,3,5,6,2,5
334,1,70,1, , , ,3,2,2, , , ,23,1,18,2,12,0,0,3,3,2,3,5,4,5,4,3,2,5,6,1,1,2,4,5,5,1,1,3,5,6,3,2,6,1
335,1,32,1, , , ,3,5,1,5,7,1,5,1,21,2,4,1,4,2,3,4,5,6,4,6,6,4,5,5,6,2,1,1,6,6,7,1,1,6,4,5,3,1,6,1
336,2,21,1,6,7,8,4,3,1,3,5,5,5,1,19,1,2,1,12,3,3,3,4,4,3,4,5,4,3,5,6,5,3,4,6,2,4,4,3,3,4,3,4,5,4,4
337,1,70,1, , , ,2,5,1,5,10,1,2,1,19,2,2,0,0,4,3,6,6,7,6,7,4,4,4,5,6,1,3,4,5,5,5,4,4,6,4,7,6,1,4,4
338,2,39,1, , , ,2,7,1,5,10,1,3,1,19,1,2,1,8,3,3,4,4,7,4,7,2,3,3,5,7,1,1,1,2,7,2,1,2,4,7,7,5,1,6,1
339,2,34,8, , , ,4,6,1,5,9,1,3,1,14,1,4,1,0,3,3,2,5,7,5,5,2,1,4,6,1,7,4,6,7,7,7,3,3,6,4,7,6,1,1,1
340,1,62,1, , , ,5,8,1,5,11,1,10,1,18,2,4,1,4,3,3,6,6,6,6,6,3,5,6,6,2,2,2,2,6,6,6,3,3,6,3,6,6,2,2,2
341,1,28,1, , , ,2,1,1,5,8,9,3,1,17,2,4,1,0,3,3,5,2,2,5,6,4,4,3,6,3,5,1,4,2,2, ,4,4,2,3,5,5,6,5,1
342,1,25,8, , , ,2,7,1,5,11,1,6,1,16,2,6,1,8,5,3,3,3,4,5,5,5,6,6,6,3,2,2,6,6,6,6,6,6,7, ,6,2,3,2,2
343,2,40,1, , , ,2,1,2, , , ,3,1,14,1,4,0,0,3,3,4,4,4,4,5,7,7,7,6,4,1,4,4,7,7,7,1,2,4,2,5,4,1,6,1
344,2,30,1,6, , ,3,6,1,5,8,1,10,1,17,1,25,2,10,3,3,4,4,6,4,6,6,6,6,6,5,4,2,3,6,6,6,3,3,6,5,6,5,2,2,2
345,2,30,1, , , ,2,6,1,5,11,1,15,1,14,1,15,1,0,3,3,3,2,3,2,7,5,6,6,6,5,3,3,7,7,7,7,7,3,3,3,2,1,1,5,1
346,2,53,1, , , ,2,2,1,5,7,1,10,1,18,1,8,0,0,4,3,3,4,5,3,4,5,5,5,6,5,6,3,4,6,7,5,2,2,5,3,6,2,1,2,3
347,2,38,1, , , ,5,8,1,4,10,1,6,1,17,1,6,1,13,3,3,6,6,7,6,7,3,3,5,6,6,1,1,1,5,6,3,3,3,6,3,7,6,5,1,5
348,2,31,1, , , ,4,6,1,5,8,1,1,1,17,1,1,1,0,2,3,4,5,6,4,5,7,7,7,6,6,1,2,3,7,7,7,2,3,6,4,7,3,1,5,5
349,2,47,1, , , ,2,6,1,5,10,1,4,1,13,1,80,1,3,4,3,2,2,2,2,2,6,6,4,6,6,7,7,7,7,7,7,2,3,3,4,6,2,2,2,2
350,2,56,1, , , ,4,3,1,3,6,8,4,1,27,1,3,1,2,4,3,4,6,4,5,6,5,5,6,6,6,6,6,3,2,2,5,6,6,3,4,6,3,4,2,2
351,2,32,1, , , ,4,1,1,5,10,1,11,1,18,1,11,1,8,4,3,4,3,5,3,4,6,6,6,6,6,7,4,7,7,7,7,1,1,3,4,7,5,2,4,3
352,2,44,1, , , ,3,7,1,5,6,1,15,1,16,1,12,1,12,3,3,6,5,6,6,6,6,6,6,6,6,2,2,2,6,6,6,2,2,6,3,5,3,2,2,6
353,1,19,1, , , ,3,7,2, , , ,0,2, ,2,0,0,0,4,3,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,2,2,5,6,2,6,2,6,6
354,2,32,1, , , ,3,3,2, , , ,4,1,16,1,10,1,0,4,3,2,2,2,2,2,5,5,5,6,6,1,1,1,6,6,6,2,2,2,2,4,2,2,2,2
355,2,51,1, , , ,3,3,2, , , ,10,1,13,1,8,1,5,2,3,5,5,3,3,2,6,6,7,6,7,2,2,1,7,4,6,1,1,6,3,6,6,5,6,3
356,2,47,1, , , ,4,5,1,5,10,5,10,1,16,1,20,2,25,4,3,3,3,3,3,3,1,3,3,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
357,2,33,1, , , ,4,6,1,5,7,1,13,1,15,1,10,1,8,2,3,5,5,6,6,7,3,5,6,7,3,1,2,2,7,7,7,1,1,7,3,7,3,1,6,1
358,2,39,1, , , ,3,1,1,5,11,1,10,1,22,1,2,1,4,5,3,3,3,7,4,7,2,1,5,7,3,1,1,3,7,7, ,4,4,4,3,7,1,1,1,1
359,1,30,1, , , ,4,2,1,4,10,1,15,1,14,2,25,1,15,3,3,5,6,5,4,5,7,6,7,7,4,2,2,2,6,7,4,2,2,6,3,5,3,6,7,3
360,1,25,1, , , ,4,5,1,5,10,1,4,1,19,2,2,1,5,4,3,3,4,7,3,7,7,7,4,7,5,3,1,7,7,7,7,3,3,4,3,7,2,1,2,1
361,1,53,1, , , ,2,3,1,5,11,1,1,1,19,2,1,1,5,2,3,6,6,7,6,7,5,5,5,7,5,1,3,4,7,7,7,3,3,7,4,7,5,1,4,1
362,2,28,1, , , ,5,8,1,5,11,1,1,1,16,1,1,1,3,3,3,3,4,6,4,7,7,7,7,7,5,1,1,4,6,7,7,4,4,3,2,7,4,1,1,1
363,2,41,1, , , ,5,6,2, , , ,6,1,15,1,65,1,0,4,3,2,2,1,3,1,7,7,7,7,6,7,7,7,7,7,7,2,1,3,4,5,2,1,1,1
364,2,32,1, , , ,5,6,1,5,11,1,5,1,19,1,5,1,6,5,3,4,7,7,5,7,7,6,7,7,6,1,1,2,6,7,7,3,3,6,4,7,3,1,1,1
365,2,58,1, , , ,3,1,1,5,9,1,3,1,18,1,can't remember too many,0,2,2,3,3,3,4,3,7,6,7,7,7,7,7,1,4,7,7,7,3,7,3,1,1,1,5,1,1
366,2,50,1, , , ,4,3,1,5,7,1,2,1,19,1,2,1,4,3,3,3,5,7,4,7,7,7,7,7,7,4,4,3,7,3,7,3,6,6,7,7,5,1,2,6
367,2,47,1, , , ,4,8,1,5,6,1,7,1,17,1,7,1,4,3,3,3,3,3,3,7,7,7,7,7,7,1,3,1,7,7,7,2,2,3,2,7,5,1,1,5
368,2,62,1, , , ,3,3,2, , , ,4,1,17,1,12,0,0,2,3,3,3,5,3,7,5,6,7,7,7,4,4,4,7,7,7,1,1,4,3,6,3,1,6,1
369,2,41,1, , , ,2,4,1,5,3,6,8,1,13,1,9,1,0,1,3,6,5,6,3,7,7,7,7,7,7,1,3,1,7,7,7,1,1,6,3,7,6,4,4,3
370,1,20,5, , , ,2,7,2, , , ,1,1,19,2,1,1,0,3,3,3,3,7,4,7,4,4,6,7,7,1,1,1,4,3,2,1,1,2,3,2,6,7,7,5
371,2,37,6, , , ,4,6,1,5,10,1,6,1,20,1,6,1,20,3,4,4,4,1,4,2,1,1,1,1,2,7,7,1,1,1,1,5,5,1,5,1,6,7,7,7
372,1,36,3, , , ,4,4,1,5,11,1,2,1,24,2,1,1,4,4,4,5,2,1,4,1,2,3,1,1,2,7,7,7,1,1,1,5,5,3,4,2,2,7,2,7
373,2,38,1, , , ,4,8,1,5,10,1,3,1,19,1,1,1,10,3,4,2,2,5,2,3,2,1,3,1,2,1,1,1,5,6,6,2,2,4,3,6,5,1,2,2
374,2,30,1,6, , ,3,6,1,5,9,1,7,1,17,1,25,1,3,3,4,5,5,2,4,1,1,1,1,1,3,7,7,3,1,1,1,5,5,1,5,2,6,6,4,6
375,1,31,1, , , ,5,8,1,5,11,1,1,1,21,2,1,1,6,4,4,4,4,4,4,4,3,4,3,2,2,1,1,1,7,7,7,4,4,4,4,4,4,4,4,4
376,1,42,3, , , ,4,2,1,5,11,1,1,1,30,2,1,1,0,5,4,4,4,6,4,7,1,1,4,2,2,1,1,1,4,4,7,4,4,2,4,7,4,4,3,7
377,2,60,1, , , ,4,7,1,5,11,1,3,1,19,1,3,1,12,5,4,6,7,7,6,6,2,2,4,2,2,1,1,1,7,7,7,3,4,3,4,7,1,1,1,1
378,1,49,3, , , ,5,1,1,5,11,1,1,1,25,2,2,1,10,4,4,4,4,5,5,6,3,2,4,2,2,4,1,2,4,4,4,2,3,3,4,4,4,3,3,5
379,2,42,1, , , ,5,3,1,5,10,1,10,1,17,1,10,1,2,4,4,4,2,2,4,2,1,2,2,2,2,7,6,4,3,5,4,5,4,3,5,3,7,7,4,7
